timestamp,heart_rate
2024-01-02 14:15:00,69.7
2024-01-02 14:30:00,70.4
2024-01-02 14:45:00,65.7
2024-01-02 15:00:00,79.0
2024-01-02 15:15:00,72.5
2024-01-02 15:30:00,64.5
2024-01-02 15:45:00,74.2
2024-01-02 16:00:00,66.4
2024-01-02 16:15:00,75.6
2024-01-02 16:30:00,77.9
2024-01-02 16:45:00,68.4
2024-01-02 17:00:00,77.7
2024-01-02 17:15:00,75.3
2024-01-02 17:30:00,77.7
2024-01-02 17:45:00,83.5
2024-01-02 18:00:00,73.1
2024-01-02 18:15:00,70.9
2024-01-02 18:30:00,70.6
2024-01-02 18:45:00,71.3
2024-01-02 19:00:00,75.3
2024-01-02 19:15:00,77.8
2024-01-02 19:30:00,77.8
2024-01-02 19:45:00,80.8
2024-01-02 20:00:00,77.0
2024-01-02 20:15:00,84.5
2024-01-02 20:30:00,76.2
2024-01-02 20:45:00,91.4
2024-01-02 21:00:00,81.2
2024-01-02 21:15:00,74.0
2024-01-02 21:30:00,73.1
2024-01-02 21:45:00,81.1
2024-01-02 22:00:00,77.8
2024-01-02 22:15:00,82.6
2024-01-02 22:30:00,81.6
2024-01-02 22:45:00,79.0
2024-01-02 23:00:00,75.3
2024-01-02 23:15:00,72.0
2024-01-02 23:30:00,77.5
2024-01-02 23:45:00,84.1
2024-01-03 00:00:00,80.9
2024-01-03 00:15:00,73.7
2024-01-03 00:30:00,80.8
2024-01-03 00:45:00,81.9
2024-01-03 01:00:00,75.6
2024-01-03 01:15:00,80.8
2024-01-03 01:30:00,80.3
2024-01-03 01:45:00,74.2
2024-01-03 02:00:00,81.7
2024-01-03 02:15:00,82.6
2024-01-03 02:30:00,85.1
2024-01-03 02:45:00,84.9
2024-01-03 03:00:00,72.6
2024-01-03 03:15:00,74.7
2024-01-03 03:30:00,81.8
2024-01-03 03:45:00,81.6
2024-01-03 04:00:00,81.4
2024-01-03 04:15:00,97.9
2024-01-03 04:30:00,81.3
2024-01-03 04:45:00,83.9
2024-01-03 05:00:00,82.8
2024-01-03 05:15:00,81.0
2024-01-03 05:30:00,75.9
2024-01-03 05:45:00,81.0
2024-01-03 06:00:00,73.1
2024-01-03 06:15:00,75.5
2024-01-03 06:30:00,73.9
2024-01-03 06:45:00,76.4
2024-01-03 07:00:00,87.3
2024-01-03 07:15:00,66.0
2024-01-03 07:30:00,78.5
2024-01-03 07:45:00,66.6
2024-01-03 08:00:00,72.0
2024-01-03 08:15:00,79.4
2024-01-03 08:30:00,73.9
2024-01-03 08:45:00,67.8
2024-01-03 09:00:00,69.2
2024-01-03 09:15:00,75.8
2024-01-03 09:30:00,68.4
2024-01-03 09:45:00,72.7
2024-01-03 10:00:00,71.5
2024-01-03 10:15:00,67.6
2024-01-03 10:30:00,81.2
2024-01-03 10:45:00,73.2
2024-01-03 11:00:00,59.5
2024-01-03 11:15:00,70.2
2024-01-03 11:30:00,65.6
2024-01-03 11:45:00,72.7
2024-01-03 12:00:00,64.1
2024-01-03 12:15:00,67.1
2024-01-03 12:30:00,69.8
2024-01-03 12:45:00,71.2
2024-01-03 13:00:00,60.5
2024-01-03 13:15:00,64.5
2024-01-03 13:30:00,63.4
2024-01-03 13:45:00,62.2
2024-01-03 14:00:00,73.9
2024-01-03 14:15:00,66.8
2024-01-03 14:30:00,58.1
2024-01-03 14:45:00,68.7
2024-01-03 15:00:00,74.4
2024-01-03 15:15:00,68.6
2024-01-03 15:30:00,55.5
2024-01-03 15:45:00,60.4
2024-01-03 16:00:00,68.9
2024-01-03 16:15:00,58.8
2024-01-03 16:30:00,64.3
2024-01-03 16:45:00,65.7
2024-01-03 17:00:00,57.0
2024-01-03 17:15:00,61.1
2024-01-03 17:30:00,45.0
2024-01-03 17:45:00,55.9
2024-01-03 18:00:00,59.6
2024-01-03 18:15:00,54.5
2024-01-03 18:30:00,68.7
2024-01-03 18:45:00,53.3
2024-01-03 19:00:00,58.1
2024-01-03 19:15:00,60.9
2024-01-03 19:30:00,67.4
2024-01-03 19:45:00,52.9
2024-01-03 20:00:00,65.9
2024-01-03 20:15:00,60.1
2024-01-03 20:30:00,55.1
2024-01-03 20:45:00,62.3
2024-01-03 21:00:00,61.0
2024-01-03 21:15:00,57.1
2024-01-03 21:30:00,60.5
2024-01-03 21:45:00,58.2
2024-01-03 22:00:00,60.8
2024-01-03 22:15:00,63.7
2024-01-03 22:30:00,68.4
2024-01-03 22:45:00,54.4
2024-01-03 23:00:00,71.4
2024-01-03 23:15:00,51.1
2024-01-03 23:30:00,60.3
2024-01-03 23:45:00,64.2
2024-01-04 00:00:00,62.9
2024-01-04 00:15:00,58.6
2024-01-04 00:30:00,60.9
2024-01-04 00:45:00,59.7
2024-01-04 01:00:00,59.5
2024-01-04 01:15:00,66.9
2024-01-04 01:30:00,64.7
2024-01-04 01:45:00,59.8
2024-01-04 02:00:00,68.0
2024-01-04 02:15:00,65.4
2024-01-04 02:30:00,68.2
2024-01-04 02:45:00,67.6
2024-01-04 03:00:00,60.7
2024-01-04 03:15:00,62.4
2024-01-04 03:30:00,69.3
2024-01-04 03:45:00,69.0
2024-01-04 04:00:00,66.2
2024-01-04 04:15:00,67.2
2024-01-04 04:30:00,73.4
2024-01-04 04:45:00,64.5
2024-01-04 05:00:00,70.5
2024-01-04 05:15:00,67.2
2024-01-04 05:30:00,67.5
2024-01-04 05:45:00,74.5
2024-01-04 06:00:00,73.5
2024-01-04 06:15:00,73.9
2024-01-04 06:30:00,76.7
2024-01-04 06:45:00,70.7
2024-01-04 07:00:00,74.4
2024-01-04 07:15:00,69.8
2024-01-04 07:30:00,73.4
2024-01-04 07:45:00,71.5
2024-01-04 08:00:00,73.0
2024-01-04 08:15:00,75.9
2024-01-04 08:30:00,69.2
2024-01-04 08:45:00,84.2
2024-01-04 09:00:00,69.0
2024-01-04 09:15:00,68.4
2024-01-04 09:30:00,80.6
2024-01-04 09:45:00,79.1
2024-01-04 10:00:00,78.6
2024-01-04 10:15:00,79.0
2024-01-04 10:30:00,76.1
2024-01-04 10:45:00,72.0
2024-01-04 11:00:00,77.1
2024-01-04 11:15:00,73.6
2024-01-04 11:30:00,82.2
2024-01-04 11:45:00,76.8
2024-01-04 12:00:00,73.7
2024-01-04 12:15:00,76.5
2024-01-04 12:30:00,80.4
2024-01-04 12:45:00,75.7
2024-01-04 13:00:00,74.6
2024-01-04 13:15:00,80.1
2024-01-04 13:30:00,80.3
2024-01-04 13:45:00,76.7
2024-01-04 14:00:00,77.0
2024-01-04 14:15:00,80.7
2024-01-04 14:30:00,72.4
2024-01-04 14:45:00,72.7
2024-01-04 15:00:00,76.2
2024-01-04 15:15:00,78.8
2024-01-04 15:30:00,81.5
2024-01-04 15:45:00,87.4
2024-01-04 16:00:00,84.3
2024-01-04 16:15:00,79.2
2024-01-04 16:30:00,79.9
2024-01-04 16:45:00,74.9
2024-01-04 17:00:00,79.8
2024-01-04 17:15:00,78.4
2024-01-04 17:30:00,81.4
2024-01-04 17:45:00,75.5
2024-01-04 18:00:00,82.2
2024-01-04 18:15:00,87.1
2024-01-04 18:30:00,78.8
2024-01-04 18:45:00,81.2
2024-01-04 19:00:00,82.4
2024-01-04 19:15:00,76.8
2024-01-04 19:30:00,79.7
2024-01-04 19:45:00,78.5
2024-01-04 20:00:00,78.7
2024-01-04 20:15:00,74.1
2024-01-04 20:30:00,77.8
2024-01-04 20:45:00,79.9
2024-01-04 21:00:00,84.4
2024-01-04 21:15:00,81.7
2024-01-04 21:30:00,87.3
2024-01-04 21:45:00,72.4
2024-01-04 22:00:00,80.3
2024-01-04 22:15:00,76.5
2024-01-04 22:30:00,86.2
2024-01-04 22:45:00,70.9
2024-01-04 23:00:00,70.4
2024-01-04 23:15:00,71.2
2024-01-04 23:30:00,63.3
2024-01-04 23:45:00,70.9
2024-01-05 00:00:00,69.3
2024-01-05 00:15:00,73.5
2024-01-05 00:30:00,74.1
2024-01-05 00:45:00,81.3
2024-01-05 01:00:00,76.3
2024-01-05 01:15:00,68.3
2024-01-05 01:30:00,66.3
2024-01-05 01:45:00,72.8
2024-01-05 02:00:00,63.4
2024-01-05 02:15:00,78.7
2024-01-05 02:30:00,75.1
2024-01-05 02:45:00,66.4
2024-01-05 03:00:00,59.8
2024-01-05 03:15:00,74.7
2024-01-05 03:30:00,67.0
2024-01-05 03:45:00,73.4
2024-01-05 04:00:00,58.8
2024-01-05 04:15:00,63.4
2024-01-05 04:30:00,66.1
2024-01-05 04:45:00,65.9
2024-01-05 05:00:00,63.1
2024-01-05 05:15:00,68.1
2024-01-05 05:30:00,59.3
2024-01-05 05:45:00,63.6
2024-01-05 06:00:00,64.6
2024-01-05 06:15:00,66.2
2024-01-05 06:30:00,66.9
2024-01-05 06:45:00,57.5
2024-01-05 07:00:00,55.1
2024-01-05 07:15:00,68.9
2024-01-05 07:30:00,63.9
2024-01-05 07:45:00,58.3
2024-01-05 08:00:00,69.5
2024-01-05 08:15:00,62.1
2024-01-05 08:30:00,67.2
2024-01-05 08:45:00,61.5
2024-01-05 09:00:00,71.3
2024-01-05 09:15:00,69.6
2024-01-05 09:30:00,59.4
2024-01-05 09:45:00,65.4
2024-01-05 10:00:00,63.6
2024-01-05 10:15:00,67.1
2024-01-05 10:30:00,55.4
2024-01-05 10:45:00,63.6
2024-01-05 11:00:00,65.4
2024-01-05 11:15:00,51.2
2024-01-05 11:30:00,54.1
2024-01-05 11:45:00,49.8
2024-01-05 12:00:00,58.7
2024-01-05 12:15:00,63.6
2024-01-05 12:30:00,67.6
2024-01-05 12:45:00,60.5
2024-01-05 13:00:00,68.3
2024-01-05 13:15:00,53.4
2024-01-05 13:30:00,51.9
2024-01-05 13:45:00,60.2
2024-01-05 14:00:00,62.5
2024-01-05 14:15:00,60.6
2024-01-05 14:30:00,50.6
2024-01-05 14:45:00,60.7
2024-01-05 15:00:00,54.8
2024-01-05 15:15:00,64.9
2024-01-05 15:30:00,63.6
2024-01-05 15:45:00,57.3
2024-01-05 16:00:00,59.6
2024-01-05 16:15:00,57.2
2024-01-05 16:30:00,62.4
2024-01-05 16:45:00,67.8
2024-01-05 17:00:00,58.4
2024-01-05 17:15:00,66.1
2024-01-05 17:30:00,61.3
2024-01-05 17:45:00,60.3
2024-01-05 18:00:00,64.0
2024-01-05 18:15:00,59.7
2024-01-05 18:30:00,62.5
2024-01-05 18:45:00,59.6
2024-01-05 19:00:00,75.8
2024-01-05 19:15:00,66.5
2024-01-05 19:30:00,63.2
2024-01-05 19:45:00,68.2
2024-01-05 20:00:00,66.9
2024-01-05 20:15:00,66.8
2024-01-05 20:30:00,71.4
2024-01-05 20:45:00,72.5
2024-01-05 21:00:00,66.4
2024-01-05 21:15:00,66.6
2024-01-05 21:30:00,68.5
2024-01-05 21:45:00,58.8
2024-01-05 22:00:00,63.1
2024-01-05 22:15:00,77.9
2024-01-05 22:30:00,79.7
2024-01-05 22:45:00,70.6
2024-01-05 23:00:00,75.1
2024-01-05 23:15:00,74.2
2024-01-05 23:30:00,88.4
2024-01-05 23:45:00,79.0
2024-01-06 00:00:00,73.2
2024-01-06 00:15:00,69.4
2024-01-06 00:30:00,66.5
2024-01-06 00:45:00,75.9
2024-01-06 01:00:00,71.4
2024-01-06 01:15:00,68.4
2024-01-06 01:30:00,72.7
2024-01-06 01:45:00,70.8
2024-01-06 02:00:00,85.0
2024-01-06 02:15:00,81.2
2024-01-06 02:30:00,77.1
2024-01-06 02:45:00,84.8
2024-01-06 03:00:00,78.0
2024-01-06 03:15:00,73.6
2024-01-06 03:30:00,85.8
2024-01-06 03:45:00,81.1
2024-01-06 04:00:00,73.4
2024-01-06 04:15:00,77.8
2024-01-06 04:30:00,74.6
2024-01-06 04:45:00,72.2
